id,courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
663,15600,50041,5099,"1,1,1,1,1,1,1,0,0,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
664,15600,50045,5064,"1,0,1,0,1,0,1,0,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",10,20
665,15600,50043,5117,"1,0,1,1,1,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
666,15600,50045,5072,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
667,15600,50044,5092,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
668,15600,50043,5065,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
669,15600,50043,5057,"0,0,0,1,1,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
670,15600,50044,5079,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
671,15600,50045,5100,"1,0,0,1,0,1,1,1,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
672,15600,50045,5098,"0,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
673,15600,50043,5080,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
674,15600,50042,5055,"0,1,1,0,1,0,1,0,0,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",10,20
675,15600,50045,5073,"1,1,0,1,0,1,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
676,15600,50044,5119,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
677,15600,50043,5084,"1,0,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
678,15600,50044,5103,"1,1,1,0,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
679,15600,50047,5061,"1,1,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
680,15600,50043,5068,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
681,15600,50043,5088,"1,0,1,1,1,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
682,15600,50045,5063,"1,1,1,1,1,1,1,0,0,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
683,15600,50042,5090,"1,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
685,15600,50043,5078,"0,0,1,1,0,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
686,15600,50044,5095,"1,1,1,1,1,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
687,15600,50046,5064,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
688,15600,50044,5062,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
689,15600,50046,5098,"0,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
690,15600,50043,5115,"1,0,1,0,0,1,1,1,0,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
691,15600,50043,5076,"1,0,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
692,15600,50042,5087,"0,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
693,15600,50046,5113,"0,0,1,1,0,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
694,15600,50041,5085,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
695,15600,50043,5058,"1,1,1,0,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
696,15600,50046,5075,"1,1,1,0,0,1,0,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",12,20
697,15600,50045,5108,"0,1,1,1,1,1,0,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
698,15600,50041,5069,"0,1,0,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
699,15600,50043,5112,"1,0,1,1,1,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
700,15600,50044,5102,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
701,15600,50044,5067,"1,1,1,1,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
702,15600,50043,5086,"1,0,0,0,0,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",10,20
703,15600,50045,5110,"1,0,1,0,0,0,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
704,15600,50043,5071,"1,1,1,0,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
705,15600,50044,5074,"1,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
706,15600,50043,5083,"1,1,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
707,15600,50045,5104,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
708,15600,50046,5100,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
709,15600,50048,5106,"1,1,1,0,1,1,0,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
710,15600,50043,5111,"0,0,1,0,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
711,15600,50044,5066,"0,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
712,15600,50045,5092,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
713,15600,50046,5063,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
714,15600,50046,5072,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
715,15600,50042,5081,"1,1,1,0,0,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
716,15600,50044,5077,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
717,15600,50044,5101,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
718,15600,50045,5070,"1,1,1,1,1,0,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
719,15600,50042,5119,"0,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
720,15600,50043,5091,"1,0,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
721,15600,50047,5093,"0,0,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
722,15600,50042,5099,"0,1,0,0,1,1,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
723,15600,50043,5105,"1,1,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",20,20
724,15600,50047,5085,"1,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",20,20
725,15600,50043,5096,"0,0,1,0,1,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
726,15600,50044,5065,"1,1,1,1,1,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
727,15600,50044,5057,"0,1,0,1,0,1,0,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",10,20
728,15600,50046,5073,"0,0,1,1,0,1,0,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",12,20
729,15600,50044,5056,"0,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
730,15600,50044,5107,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
731,15600,50044,5080,"0,1,1,1,1,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
732,15600,50046,5110,"1,1,1,0,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
733,15600,50044,5084,"1,1,1,0,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
734,15600,50043,5055,"1,0,1,1,1,1,1,1,0,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
735,15600,50045,5079,"1,1,0,1,1,1,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
736,15600,50042,5117,"1,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
737,15600,50044,5078,"1,0,0,1,0,1,0,0,1,0","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",8,20
738,15600,50049,5106,"0,1,1,1,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
739,15600,50048,5089,"1,0,0,1,1,1,0,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
740,15600,50045,5095,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
741,15600,50045,5103,"1,1,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
742,15600,50042,5082,"1,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
743,15600,50046,5108,"0,0,0,1,0,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",10,20
744,15600,50045,5092,"1,0,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
745,15600,50048,5061,"0,1,1,1,1,0,0,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
746,15600,50046,5108,"0,0,0,1,0,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",10,20
747,15600,50044,5111,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
748,15600,50044,5086,"1,1,1,1,1,1,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
749,15600,50042,5114,"1,1,0,1,0,1,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",12,20
750,15600,50043,5094,"1,0,1,1,1,1,1,1,0,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
751,15600,50043,5090,"1,0,1,1,1,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
752,15600,50045,5067,"1,1,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
753,15600,50046,5116,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
754,15600,50043,5088,"1,1,0,0,1,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",14,20
755,15600,50047,5064,"1,1,1,1,1,1,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
756,15600,50044,5058,"1,1,1,0,1,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
757,15600,50047,5063,"1,1,0,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
758,15600,50044,5109,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
759,15600,50047,5072,"1,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",20,20
760,15600,50044,5115,"1,1,1,0,1,1,1,0,1,0","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
761,15600,50043,5069,"1,0,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
762,15600,50044,5068,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
764,15600,50044,5083,"1,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
765,15600,50047,5100,"1,1,1,1,1,1,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
766,15600,50044,5088,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
767,15600,50048,5059,"0,0,1,1,1,1,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
768,15600,50045,5065,"1,0,0,1,0,1,1,0,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",10,20
769,15600,50046,5092,"1,1,1,0,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
770,15600,50045,5057,"1,0,0,1,0,0,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
771,15600,50046,5070,"1,1,1,1,1,1,1,1,1,0","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
772,15600,50045,5062,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
773,15600,50048,5093,"1,0,0,1,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
774,15600,50045,5060,"0,1,0,0,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
775,15600,50045,5080,"1,1,0,1,0,1,1,1,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
776,15600,50045,5102,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
777,15600,50050,5106,"1,0,0,1,1,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
778,15600,50047,5110,"0,0,1,1,1,1,0,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
779,15600,50044,5091,"1,1,1,0,1,1,1,1,0,0","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
780,15600,50047,5075,"0,0,0,1,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
781,15600,50045,5119,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
782,15600,50047,5113,"0,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
783,15600,50047,5116,"1,1,1,1,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
784,15600,50044,5071,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
785,15600,50044,5105,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
786,15600,50045,5078,"1,0,0,1,0,1,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
787,15600,50044,5076,"1,1,1,0,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
788,15600,50043,5087,"1,0,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
789,15600,50045,5077,"1,1,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
790,15600,50043,5081,"1,0,1,1,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
791,15600,50041,5061,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
792,15600,50045,5107,"1,1,1,1,0,1,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
793,15600,50046,5079,"1,0,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
794,15600,50046,5067,"1,0,0,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
795,15600,50045,5058,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
796,15600,50045,5101,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
797,15600,50045,5075,"1,1,1,1,1,1,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
798,15600,50045,5115,"1,0,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
799,15600,50046,5104,"1,0,0,0,0,1,1,0,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",8,20
800,15600,50046,5103,"0,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
801,15600,50047,5108,"0,1,1,0,0,0,1,1,0,0","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",8,20
802,15600,50047,5073,"1,1,1,0,1,0,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
803,15600,50044,5090,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
804,15600,50044,5094,"1,1,1,0,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
805,15600,50046,5095,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
806,15600,50044,5055,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
807,15600,50045,5085,"1,0,0,1,0,1,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
808,15600,50044,5096,"1,1,1,1,0,1,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
809,15600,50046,5119,"1,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
810,15600,50049,5093,"1,1,1,0,1,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
811,15600,50046,5104,"1,0,0,0,0,1,1,0,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",8,20
812,15600,50043,5097,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
813,15600,50048,5110,"0,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
814,15600,50048,5064,"1,1,1,1,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
815,15600,50045,5083,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
816,15600,50045,5074,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
817,15600,50047,5098,"0,1,1,0,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
818,15600,50043,5099,"0,0,1,0,0,1,0,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",8,20
819,15600,50043,5114,"1,0,1,0,1,1,0,0,0,1","2_5_3,2_4_6,2_4_1,2_5_2",10,20
820,15600,50046,5080,"1,0,0,1,0,1,0,0,0,0","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",6,20
821,15600,50044,5117,"1,1,1,1,1,0,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
822,15600,50045,5091,"1,1,0,1,0,1,1,1,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
823,15600,50042,5089,"0,1,1,0,1,0,0,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",10,20
824,15600,50046,5060,"0,1,1,1,1,1,1,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
825,15600,50045,5112,"1,0,0,1,0,0,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",10,20
826,15600,50046,5062,"1,1,1,1,0,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
827,15600,50045,5088,"1,0,0,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
828,15600,50047,5067,"0,1,1,0,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
829,15600,50045,5066,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
830,15600,50046,5115,"1,0,1,0,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
831,15600,50048,5100,"1,0,0,0,1,1,1,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
832,15600,50044,5087,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
833,15600,50045,5084,"1,0,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
834,15600,50049,5110,"1,0,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
835,15600,50045,5068,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
836,15600,50050,5059,"0,0,0,0,0,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",6,20
837,15600,50045,5090,"1,1,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
838,15600,50045,5078,"0,0,1,0,0,0,1,0,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",6,20
839,15600,50045,5057,"0,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
840,15600,50045,5056,"1,0,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
841,15600,50046,5102,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
842,15600,50048,5063,"1,0,0,1,1,1,1,0,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
843,15600,50044,5081,"0,1,1,1,0,1,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
844,15600,50048,5113,"0,0,1,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
845,15600,50048,5116,"0,0,1,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
846,15600,50046,5058,"0,1,0,1,0,1,1,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",12,20
847,15600,50045,5109,"1,1,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
848,15600,50045,5078,"0,0,1,0,0,0,1,0,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",6,20
849,15600,50045,5089,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
850,15600,50048,5072,"1,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
851,15600,50045,5111,"1,0,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
852,15600,50047,5092,"1,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",20,20
853,15600,50045,5083,"0,0,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
854,15600,50045,5066,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
855,15600,50046,5077,"1,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
